eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,optimal_trees,min_RMSE
0.1,3,1,0.8,0.9,0,0,64,0.08139963501481227
0.3,3,1,0.8,0.9,0,0,10,0.08355094101880425
0.01,5,1,0.8,0.9,0,0,564,0.0798779622876907
0.05,5,1,0.8,0.9,0,0,123,0.08042627437649168
0.1,5,1,0.8,0.9,0,0,54,0.08128435879251256
0.3,5,1,0.8,0.9,0,0,12,0.08413164674146552
0.01,7,1,0.8,0.9,0,0,500,0.08079745715999913
0.05,7,1,0.8,0.9,0,0,143,0.08142847851321312
0.1,7,1,0.8,0.9,0,0,57,0.08259980393497757
0.3,7,1,0.8,0.9,0,0,14,0.0910432992822617
0.01,1,3,0.8,0.9,0,0,635,0.08082618510618719
0.05,1,3,0.8,0.9,0,0,180,0.08052367040557645
0.1,1,3,0.8,0.9,0,0,78,0.08079428459484159
0.3,1,3,0.8,0.9,0,0,34,0.07999872265197461
0.01,3,3,0.8,0.9,0,0,488,0.07966319170310698
0.05,3,3,0.8,0.9,0,0,96,0.08001975573179225
0.1,3,3,0.8,0.9,0,0,64,0.08010480212315035
0.3,3,3,0.8,0.9,0,0,11,0.08308550306853883
0.01,5,3,0.8,0.9,0,0,446,0.07954224573418914
0.05,5,3,0.8,0.9,0,0,90,0.07990474289023707
0.1,5,3,0.8,0.9,0,0,91,0.08045974603255415
0.3,5,3,0.8,0.9,0,0,14,0.0841997061733054
0.01,7,3,0.8,0.9,0,0,527,0.07896204611941021
0.05,7,3,0.8,0.9,0,0,96,0.0797098126535388
0.1,7,3,0.8,0.9,0,0,45,0.08225058815273764
0.3,7,3,0.8,0.9,0,0,15,0.0860988876176868
0.01,1,5,0.8,0.9,0,0,635,0.08075433024057001
0.05,1,5,0.8,0.9,0,0,184,0.08045309139818319
0.1,1,5,0.8,0.9,0,0,103,0.08038905300838459
0.3,1,5,0.8,0.9,0,0,34,0.07997122155366954
0.01,3,5,0.8,0.9,0,0,432,0.07947240841091649
0.05,3,5,0.8,0.9,0,0,92,0.0794163985533671
0.1,3,5,0.8,0.9,0,0,59,0.079875854887148
0.3,3,5,0.8,0.9,0,0,13,0.08312102931986365
0.01,5,5,0.8,0.9,0,0,443,0.07940441287500818
0.05,5,5,0.8,0.9,0,0,95,0.07975757953596657
0.1,5,5,0.8,0.9,0,0,41,0.08151112104317318
0.3,5,5,0.8,0.9,0,0,13,0.08513897717495186
0.01,7,5,0.8,0.9,0,0,493,0.07876428778416403
0.05,7,5,0.8,0.9,0,0,100,0.0796255324226461
0.1,7,5,0.8,0.9,0,0,48,0.07985442443594619
0.3,7,5,0.8,0.9,0,0,13,0.08397274182455242
0.01,1,7,0.8,0.9,0,0,674,0.08068590658942032
0.05,1,7,0.8,0.9,0,0,184,0.08043176571338102
0.1,1,7,0.8,0.9,0,0,103,0.08033006307049646
0.3,1,7,0.8,0.9,0,0,34,0.08002941039252129
0.01,3,7,0.8,0.9,0,0,499,0.07897252374181812
0.05,3,7,0.8,0.9,0,0,104,0.0789929265119066
0.1,3,7,0.8,0.9,0,0,64,0.07925387359653886
0.3,3,7,0.8,0.9,0,0,11,0.08263951348681
0.01,5,7,0.8,0.9,0,0,495,0.07874530257561956
0.05,5,7,0.8,0.9,0,0,89,0.07907334782563065
0.1,5,7,0.8,0.9,0,0,44,0.0797006407526504
0.3,5,7,0.8,0.9,0,0,13,0.08272941308943974
0.01,7,7,0.8,0.9,0,0,473,0.07872774147572699
0.05,7,7,0.8,0.9,0,0,96,0.07927702161419703
0.1,7,7,0.8,0.9,0,0,61,0.07978088036510408
0.3,7,7,0.8,0.9,0,0,13,0.08262459732912021
0.01,1,1,1,0.9,0,0,812,0.08111863916239159
0.05,1,1,1,0.9,0,0,222,0.08091956416352994
0.1,1,1,1,0.9,0,0,122,0.0808825102384263
0.3,1,1,1,0.9,0,0,65,0.08114194050735041
0.01,3,1,1,0.9,0,0,453,0.08165474901462695
0.05,3,1,1,0.9,0,0,104,0.08163970781738047
0.1,3,1,1,0.9,0,0,54,0.0808907114338543
0.3,3,1,1,0.9,0,0,13,0.08196029835786613
0.01,5,1,1,0.9,0,0,549,0.0806557084586152
0.05,5,1,1,0.9,0,0,118,0.0803703380088709
0.1,5,1,1,0.9,0,0,51,0.08098482850705836
0.3,5,1,1,0.9,0,0,12,0.08418208535484371
0.01,7,1,1,0.9,0,0,513,0.08099771403700373
0.05,7,1,1,0.9,0,0,134,0.08189990926193107
0.1,7,1,1,0.9,0,0,87,0.08165695281250651
0.3,7,1,1,0.9,0,0,14,0.08673416894227304
0.01,1,3,1,0.9,0,0,1061,0.08047836423202188
0.05,1,3,1,0.9,0,0,261,0.08037510445772146
0.1,1,3,1,0.9,0,0,134,0.0803588208480804
0.3,1,3,1,0.9,0,0,32,0.0808137858015842
0.01,3,3,1,0.9,0,0,491,0.07903337315662515
0.05,3,3,1,0.9,0,0,121,0.0792405192930306
0.1,3,3,1,0.9,0,0,60,0.0788440862569539
0.3,3,3,1,0.9,0,0,14,0.08110545230273304
0.01,5,3,1,0.9,0,0,530,0.07874074277882405
