eta,max_depth,min_child_weight,subsample,colsample_bytree,lambda,alpha,optimal_trees,min_RMSE
0.05,7,7,1,0.9,0,0,192,0.001374607483989208
0.1,7,7,1,0.9,0,0,96,0.001391250330085545
0.3,7,7,1,0.9,0,0,26,0.001433580021311536
0.01,1,1,0.65,1,0,0,927,0.001394462679829765
0.05,1,1,0.65,1,0,0,201,0.001404122525468791
0.1,1,1,0.65,1,0,0,131,0.001390224757527041
0.3,1,1,0.65,1,0,0,56,0.00142999595659275
0.01,3,1,0.65,1,0,0,859,0.001345932363935119
0.05,3,1,0.65,1,0,0,172,0.001340610119013845
0.1,3,1,0.65,1,0,0,88,0.001351572301148483
0.3,3,1,0.65,1,0,0,25,0.001463051726846938
0.01,5,1,0.65,1,0,0,998,0.001339553387268125
0.05,5,1,0.65,1,0,0,183,0.001345197816845044
0.1,5,1,0.65,1,0,0,88,0.001375280041455094
0.3,5,1,0.65,1,0,0,28,0.001528039033285173
0.01,7,1,0.65,1,0,0,1030,0.001356027979732762
0.05,7,1,0.65,1,0,0,242,0.001387066775615285
0.1,7,1,0.65,1,0,0,94,0.001398120492146495
0.3,7,1,0.65,1,0,0,27,0.001552899405802449
0.01,1,3,0.65,1,0,0,927,0.0013976768821377561
0.05,1,3,0.65,1,0,0,198,0.001398913249390801
0.1,1,3,0.65,1,0,0,116,0.001390892366520078
0.3,1,3,0.65,1,0,0,29,0.001449950591911697
0.01,3,3,0.65,1,0,0,921,0.001350562215755134
0.05,3,3,0.65,1,0,0,171,0.001327572904389978
0.1,3,3,0.65,1,0,0,87,0.00134666221903374
0.3,3,3,0.65,1,0,0,27,0.0014168975242534131
0.01,5,3,0.65,1,0,0,890,0.00133002552912443
0.05,5,3,0.65,1,0,0,178,0.0013250366469809
0.1,5,3,0.65,1,0,0,86,0.001351516551610678
0.3,5,3,0.65,1,0,0,27,0.00145483025775476
0.01,7,3,0.65,1,0,0,925,0.001328187033669422
0.05,7,3,0.65,1,0,0,180,0.001328812187281616
0.1,7,3,0.65,1,0,0,86,0.001363049846749132
0.3,7,3,0.65,1,0,0,36,0.001445207770809591
0.01,1,5,0.65,1,0,0,899,0.0014135049658143281
0.05,1,5,0.65,1,0,0,193,0.0014097639907050489
0.1,1,5,0.65,1,0,0,107,0.001411019686999579
0.3,1,5,0.65,1,0,0,56,0.001452986670956991
0.01,3,5,0.65,1,0,0,894,0.0013523238906098891
0.05,3,5,0.65,1,0,0,171,0.001345334488846376
0.1,3,5,0.65,1,0,0,84,0.001374668275291663
0.3,3,5,0.65,1,0,0,25,0.001457406968795167
0.01,5,5,0.65,1,0,0,873,0.001334877567331142
0.05,5,5,0.65,1,0,0,177,0.00133942627366263
0.1,5,5,0.65,1,0,0,84,0.001369571127273857
0.3,5,5,0.65,1,0,0,25,0.0014442853197262659
0.01,7,5,0.65,1,0,0,896,0.001339569314742136
0.05,7,5,0.65,1,0,0,182,0.001341623510674708
0.1,7,5,0.65,1,0,0,98,0.001365190042544204
0.3,7,5,0.65,1,0,0,25,0.001438805236473626
0.01,1,7,0.65,1,0,0,895,0.0014269867949356619
0.05,1,7,0.65,1,0,0,196,0.001424638271591466
0.1,1,7,0.65,1,0,0,118,0.00142584999016548
0.3,1,7,0.65,1,0,0,45,0.001462524614874909
0.01,3,7,0.65,1,0,0,872,0.001357460320568832
0.05,3,7,0.65,1,0,0,172,0.001346900759501072
0.1,3,7,0.65,1,0,0,84,0.001351483452759082
0.3,3,7,0.65,1,0,0,27,0.001424216717211396
0.01,5,7,0.65,1,0,0,872,0.001343688000238366
0.05,5,7,0.65,1,0,0,171,0.001341347262268618
0.1,5,7,0.65,1,0,0,83,0.001350131523603454
0.3,5,7,0.65,1,0,0,25,0.001437807057766257
0.01,7,7,0.65,1,0,0,870,0.00135359062721138
0.05,7,7,0.65,1,0,0,171,0.0013658174149332588
0.1,7,7,0.65,1,0,0,96,0.001356705841689628
0.3,7,7,0.65,1,0,0,25,0.001438135262695952
0.01,1,1,0.8,1,0,0,1010,0.001387570978113219
0.05,1,1,0.8,1,0,0,228,0.001386677062916584
0.1,1,1,0.8,1,0,0,108,0.0013954367233768449
0.3,1,1,0.8,1,0,0,71,0.001419441831239595
0.01,3,1,0.8,1,0,0,906,0.001346275449195803
0.05,3,1,0.8,1,0,0,175,0.001344844395671165
0.1,3,1,0.8,1,0,0,102,0.001358035711465646
